ID,Name,Founded_Year,Country,Studio_Type,Replay_Rate,Years_Active,Maturity_Level
2834,Shadow Planet Productions,2017,United States,Mobile,0.741,8,Emerging
2835,Shadow Tor Studios,2001,United States,Indie,0.385,24,Established
2836,Shanghai FantaBlade Network Technology Co.,2010,United States,AAA,0.746,15,Established
2837,ShareData,1996,Germany,Mid-tier,0.718,29,Established
2838,Sharkmob,2016,United Kingdom,Indie,0.482,9,Emerging
2839,Shatterline Productions,2001,Canada,Indie,0.445,24,Established
2840,Shawn Hitchcock,2011,United States,Indie,0.584,14,Emerging
2841,Shengqu Games,2018,China,Mobile,0.433,7,Emerging
2842,Shift,1994,Finland,Indie,0.708,31,Veteran
2843,Shin'en,2018,United Kingdom,Indie,0.408,7,Emerging
2844,Shin'en Multimedia,2004,United States,Indie,0.408,21,Established
2845,Shiny Entertainment,1991,United States,Indie,0.405,34,Veteran
2846,Shiny Shoe,2018,Canada,Indie,0.618,7,Emerging
2847,Shinyuden,2017,Finland,Indie,0.305,8,Emerging
2848,Shiro Games,2012,South Korea,Mobile,0.743,13,Emerging
2849,Shiver Games,2010,South Korea,Mobile,0.734,15,Established
2850,Shockplay,1999,Sweden,Indie,0.343,26,Established
2851,Shouei System,1986,Finland,Indie,0.49,39,Veteran
2852,SiCh Studio,2020,Canada,Indie,0.436,5,Emerging
2853,SiSiLaLa OVERDRIVE,1971,United States,AAA,0.869,54,Veteran
2854,Sick Puppies,2014,Finland,Mobile,0.483,11,Emerging
2855,SideQuest Studios,2009,Canada,Indie,0.654,16,Established
2856,Sidebar Games,2015,Japan,Mobile,0.502,10,Emerging
2857,Sidhe Interactive,2001,Sweden,Indie,0.465,24,Established
2858,Sierra,1983,Sweden,Indie,0.615,42,Veteran
2859,Sierra Entertainment,1979,Finland,Indie,0.445,46,Veteran
2860,Sierra On-Line,1984,Sweden,Indie,0.839,41,Veteran
2861,Sierra Online,1987,United States,Indie,0.857,38,Veteran
2862,Sigma Ent. Inc.,1985,United States,Indie,0.713,40,Veteran
2863,Sigma Team,1998,United States,Indie,0.757,27,Established
2864,Sigma Team Inc.,2008,Sweden,Indie,0.681,17,Established
2865,Signo & Arte,2009,Finland,Indie,0.399,16,Established
2866,Silent Software,1986,Finland,Indie,0.701,39,Veteran
2867,Silicon & Synapse,1989,United Kingdom,Indie,0.424,36,Veteran
2868,Silicon Beach Software,1984,United States,Indie,0.402,41,Veteran
2869,Silicon Dreams Studios,1999,United States,Indie,0.615,26,Established
2870,Silicon Knights,1998,United States,Indie,0.476,27,Established
2871,Silicon Studio,2007,United States,Indie,0.456,18,Established
2872,Silmarils,1989,Finland,Indie,0.554,36,Veteran
2873,Silver Demon Studios,2021,Finland,Indie,0.474,4,Emerging
2874,Silver Dollar Games,2011,United States,Mobile,0.683,14,Emerging
2875,Silver Lining Studio,2019,United States,Indie,0.787,6,Emerging
2876,Silver Style Entertainment,2007,Canada,Indie,0.442,18,Established
2877,SilverBack Studios,2004,United States,Indie,0.603,21,Established
2878,SimBin,2000,Finland,Indie,0.683,25,Established
2879,Simbiosis Interactive,1994,United States,Indie,0.446,31,Veteran
2880,Similis,1999,Sweden,Indie,0.773,26,Established
2881,Simogo,2016,United States,Indie,0.782,9,Emerging
2882,Simon Boxer,2009,Canada,Indie,0.551,16,Established
2883,Simtex,1994,United States,Indie,0.79,31,Veteran
2884,Simutronics,2012,United States,Indie,0.733,13,Emerging
2885,SingleTrac,1991,Canada,Indie,0.608,34,Veteran
2886,Singlecore Games,1996,United Kingdom,Mid-tier,0.81,29,Established
2887,Sinister Games,2010,Finland,Indie,0.563,15,Established
2888,SinisterCid,2018,United States,Indie,0.783,7,Emerging
2889,Sintax,1993,Canada,Indie,0.477,32,Veteran
2890,Sir-Tech Canada,1995,United States,Indie,0.47,30,Veteran
2891,Sir-tech Software,2005,Japan,Mid-tier,0.554,20,Established
2892,Siren's Domain,2017,Sweden,Indie,0.752,8,Emerging
2893,Sixteen Tons Entertainment,1997,Finland,Indie,0.486,28,Established
2894,Ska Studios,2011,Canada,Indie,0.464,14,Emerging
2895,Skeleton Crew Studio,2001,Germany,Mid-tier,0.759,24,Established
2896,Skeleton Crew Studios,1998,Canada,Indie,0.351,27,Established
2897,Skip Ltd.,2007,Finland,Indie,0.41,18,Established
2898,Skipmore,2019,United States,Mobile,0.515,6,Emerging
2899,Skookum Arts,2017,Sweden,Indie,0.461,8,Emerging
2900,Skrollcat Studio,2017,Finland,Indie,0.428,8,Emerging
2901,Skunk Studios,1993,United States,Mid-tier,0.809,32,Veteran
2902,Skunkape,2022,Finland,Indie,0.48,3,Emerging
2903,SkyFallen Entertainment,2007,Sweden,Indie,0.336,18,Established
2904,Skybound Games,2016,China,Mobile,0.832,9,Emerging
2905,Skydance Interactive,2018,United States,Indie,0.745,7,Emerging
2906,Skyworks Technologies,1993,Finland,Indie,0.478,32,Veteran
2907,Slant Six Games,2005,South Korea,Mobile,0.596,20,Established
2908,Sledgehammer Games,2010,South Korea,Mobile,0.725,15,Established
2909,Sleepy Giant Entertainment,1990,France,Mid-tier,0.577,35,Veteran
2910,SleepyDad Games,2023,Japan,Mobile,0.781,2,Emerging
2911,Slightly Mad Studios,2008,Sweden,Indie,0.448,17,Established
2912,Slipgate Ironworks,1997,Germany,Mid-tier,0.555,28,Established
2913,Slipgate Studios,2013,Canada,Indie,0.51,12,Emerging
2914,Sloclap,2016,United Kingdom,Indie,0.581,9,Emerging
2915,Sluggerfly,2013,Finland,Indie,0.53,12,Emerging
2916,Smack Down Productions,2009,Sweden,Indie,0.312,16,Established
2917,Small Rockets,2002,Sweden,Indie,0.553,23,Established
2918,Smart Bomb Interactive,2003,Sweden,Indie,0.42,22,Established
2919,Smartly Dressed Games,2019,Canada,Indie,0.578,6,Emerging
2920,Smile Studios,1990,United States,Mid-tier,0.594,35,Veteran
2921,Smilebit,1997,United Kingdom,Indie,0.842,28,Established
2922,Smilegate,2021,Canada,Indie,0.542,4,Emerging
2923,Smobile,2018,Finland,Mobile,0.591,7,Emerging
2924,Smoking Car Productions,2003,United Kingdom,Mobile,0.787,22,Established
2925,Snapshot Games,2018,Finland,Mobile,0.688,7,Emerging
2926,SnoutUp,2015,Canada,Indie,0.351,10,Emerging
2927,Snow Girl,2018,Finland,Indie,0.417,7,Emerging
2928,Snowblind Studios,1997,United Kingdom,Indie,0.432,28,Established
2929,Snowcastle Games,2014,Japan,Mobile,0.533,11,Emerging
2930,Snowman,1999,United Kingdom,Indie,0.681,26,Established
2931,Social Point,2008,Sweden,Indie,0.391,17,Established
2932,Société Pollene,2006,United Kingdom,Indie,0.321,19,Established
2933,Sockhouse Studios,2020,United Kingdom,Indie,0.555,5,Emerging
2934,Soeiz,2023,United States,Indie,0.637,2,Emerging
2935,Softek,1985,Canada,Indie,0.483,40,Veteran
2936,Softmax,2007,United Kingdom,Indie,0.439,18,Established
2937,Softstar Entertainment Inc.,1991,Japan,Mid-tier,0.812,34,Veteran
2938,Software 2000,1992,Canada,Indie,0.51,33,Veteran
2939,Software Creations,1987,United States,Indie,0.47,38,Veteran
2940,Software Creations Ltd.,1991,United States,Indie,0.551,34,Veteran
2941,Software Invasion,1981,United Kingdom,Indie,0.634,44,Veteran
2942,Software Studios,1997,Finland,Indie,0.322,28,Established
2943,Soleil,2017,United States,Indie,0.788,8,Emerging
2944,Solid,2004,United States,Indie,0.527,21,Established
2945,Solid Software,1991,United States,Mid-tier,0.582,34,Veteran
2946,Something We Made,2019,United States,Indie,0.457,6,Emerging
2947,Sometimes You,2015,Finland,Indie,0.352,10,Emerging
2948,Son Işık,2003,Canada,Indie,0.666,22,Established
2949,Soner Kara,2011,Finland,Indie,0.55,14,Emerging
2950,Sonic 2 HD Team,2013,Canada,Indie,0.472,12,Emerging
2951,Sonic Co. Ltd,1991,United Kingdom,Indie,0.311,34,Veteran
2952,Sonic NEXT PC Team,2002,United Kingdom,Indie,0.606,23,Established
2953,Sonic Team,1989,Canada,Indie,0.559,36,Veteran
2954,Sonic Team USA,2007,United Kingdom,Indie,0.518,18,Established
2955,Sonikku,1993,United States,Indie,0.657,32,Veteran
2956,Sonnori,2016,United Kingdom,Indie,0.395,9,Emerging
2957,Sony Computer Entertainment,1946,Japan,AAA,0.839,79,Veteran
2958,Sony Computer Entertainment Europe,1946,Japan,AAA,0.823,79,Veteran
2959,Sony Interactive Entertainment,1946,Japan,AAA,0.95,79,Veteran
2960,Sony Interactive Studios America,1946,Japan,AAA,0.931,79,Veteran
2961,Sony Online Entertainment,1946,Japan,AAA,0.887,79,Veteran
2962,Sony XDev,1946,Japan,AAA,0.756,79,Veteran
2963,Sora,2003,Sweden,Indie,0.441,22,Established
2964,Sorath,2015,United States,Indie,0.618,10,Emerging
2965,Sos Sosowski,2020,United States,Indie,0.681,5,Emerging
2966,South Park Digital Studios,2000,Sweden,Indie,0.595,25,Established
2967,SouthEnd Interactive,1994,Japan,Mid-tier,0.747,31,Veteran
2968,SouthPaw Games,2016,Finland,Mobile,0.683,9,Emerging
2969,Soviet Games,2012,South Korea,Mobile,0.703,13,Emerging
2970,Sowoke Entertainment Bureau,1970,United Kingdom,AAA,0.724,55,Veteran
2971,Space Moguls,2014,United States,Indie,0.361,11,Emerging
2972,Space Time Games,2010,China,Mobile,0.549,15,Established
2973,Spadoni-Production,2019,Finland,Indie,0.618,6,Emerging
2974,Spark Unlimited,2006,United States,Indie,0.512,19,Established
2975,Sparpweed Games,2009,United States,Mobile,0.763,16,Established
2976,Spawn Studios,2019,United Kingdom,Indie,0.315,6,Emerging
2977,Spearhead Games,2012,Finland,Mobile,0.649,13,Emerging
2978,Special FX Software Ltd.,1986,Sweden,Indie,0.7,39,Veteran
2979,Specialbit Studio,2015,Finland,Indie,0.514,10,Emerging
2980,SpectreVision,1987,Germany,Mid-tier,0.527,38,Veteran
2981,Spectrum HoloByte,1995,Sweden,Indie,0.675,30,Veteran
2982,Spellbound Entertainment,1996,Finland,Indie,0.543,29,Established
2983,Sphere,2009,Canada,Indie,0.78,16,Established
2984,Spicy Horse Games,2006,Finland,Mobile,0.618,19,Established
2985,Spiders,2008,United Kingdom,Indie,0.49,17,Established
2986,Spike,1998,Canada,Indie,0.705,27,Established
2987,Spike Chunsoft,2008,United States,Indie,0.603,17,Established
2988,SpinTop Games,2006,United States,Mobile,0.453,19,Established
2989,Spiral House,2012,Finland,Indie,0.426,13,Emerging
2990,Spiritonin Media Games,2005,China,Mobile,0.635,20,Established
2991,Splash Damage,1999,Sweden,Indie,0.7,26,Established
2992,Splashteam,2017,United States,Indie,0.534,8,Emerging
2993,Spokko,2018,United States,Indie,0.609,7,Emerging
2994,Spooky Doorway,2012,United Kingdom,Indie,0.554,13,Emerging
2995,Spooky House Studios UG haftungsbeschraenkt,2008,Sweden,Indie,0.381,17,Established
2996,Sports Interactive,2001,Finland,Indie,0.66,24,Established
2997,Sproing Interactive Media,2001,Finland,Indie,0.402,24,Established
2998,Sprout Games,2004,South Korea,Mobile,0.487,21,Established
2999,Spytihněv,2018,Finland,Indie,0.483,7,Emerging
3000,Squad,2011,United Kingdom,Indie,0.639,14,Emerging
3001,Squanch Games,2015,United States,Mobile,0.654,10,Emerging
3002,Square,1984,Japan,Mid-tier,0.849,41,Veteran
3003,Square Electronic Arts,1982,United States,AAA,0.744,43,Veteran
3004,Square Enix,2005,Japan,Mid-tier,0.709,20,Established
3005,Square Enix 1st Production Department,2006,Japan,Indie,0.721,19,Established
3006,Square Enix Business Division 1,2002,Japan,Indie,0.409,23,Established
3007,Square Enix Business Division 10,1984,Japan,Legacy,0.829,41,Veteran
3008,Square Enix Business Division 2,2012,Japan,Indie,0.835,13,Emerging
3009,Square Enix Business Division 3,2014,Japan,Indie,0.636,11,Emerging
3010,Square Enix Business Division 4,2012,Japan,Indie,0.686,13,Emerging
3011,Square Enix Business Division 5,2015,Japan,Indie,0.727,10,Emerging
3012,Square Enix Business Division 6,2005,Japan,Mobile,0.46,20,Established
3013,Square Enix Business Division 8,2009,Japan,AAA,0.82,16,Established
3014,Square Enix Business Division 9,2002,Japan,Mid-tier,0.738,23,Established
3015,Square Enix Creative Business Unit I,2015,Japan,Indie,0.661,10,Emerging
3016,Square Enix Creative Business Unit II,1999,Japan,Indie,0.531,26,Established
3017,Square Enix Creative Business Unit III,2007,Japan,Mobile,0.483,18,Established
3018,Square Enix Creative Business Unit IV,1995,Japan,Indie,0.338,30,Veteran
3019,Square Enix London Studios,2015,Japan,Mid-tier,0.774,10,Emerging
3020,Square Enix Montréal,2009,Japan,Indie,0.761,16,Established
3021,Square Enix Product Development Division 1,2003,Japan,Indie,0.574,22,Established
3022,Square Enix Product Development Division 10,2000,Japan,AAA,0.786,25,Established
3023,Square Enix Product Development Division 2,2005,Japan,Indie,0.759,20,Established
3024,Square Enix Product Development Division 3,2004,Japan,Indie,0.8,21,Established
3025,Square Enix Product Development Division 4,2002,Japan,Indie,0.828,23,Established
3026,Square Enix Product Development Division 5,2000,Japan,Indie,0.637,25,Established
3027,Square Enix Product Development Division 6,2001,Japan,Indie,0.501,24,Established
3028,Square Enix Product Development Division 7,1998,Japan,Mid-tier,0.708,27,Established
3029,Square Enix Product Development Division 8,2004,Japan,Indie,0.62,21,Established
3030,Square Enix Product Development Division 9,1995,Japan,Mid-tier,0.649,30,Veteran
3031,Square Osaka Development Department,1987,Japan,Indie,0.341,38,Veteran
3032,Square Product Development Division 1,1997,Japan,Indie,0.416,28,Established
3033,Square Product Development Division 2,1995,Japan,Indie,0.584,30,Veteran
3034,Square Product Development Division 3,1994,Japan,Indie,0.453,31,Veteran
3035,Square Product Development Division 4,1996,Japan,Indie,0.461,29,Established
3036,Square Product Development Division 5,1994,Japan,Indie,0.742,31,Veteran
3037,Square Product Development Division 6,1994,Japan,Indie,0.694,31,Veteran
3038,Square USA,1993,Japan,Indie,0.83,32,Veteran
3039,SquareSoft USA,1990,Japan,Indie,0.495,35,Veteran
3040,St. Bride's School,1983,United Kingdom,Indie,0.375,42,Veteran
3041,Stage 2 Studios,2011,United States,Indie,0.671,14,Emerging
3042,Stage Clear Studios,1992,Japan,Mid-tier,0.719,33,Veteran
3043,Stainless Games,2006,Finland,Mobile,0.439,19,Established
3044,Stainless Games Ltd.,2005,South Korea,Mobile,0.723,20,Established
3045,Stainless Steel Studios,1999,United States,Indie,0.726,26,Established
3046,Standing Stone Games,1996,Sweden,Indie,0.744,29,Established
3047,Star Drifters,2016,Sweden,Indie,0.426,9,Emerging
3048,Star Maid Games,2012,Finland,Mobile,0.792,13,Emerging
3049,Starbreeze Studios,1999,United States,Indie,0.794,26,Established
3050,Stardock,2004,United Kingdom,Indie,0.387,21,Established
3051,Starsphere Interactive,2002,United Kingdom,Indie,0.715,23,Established
3052,State of Play Games,2015,Finland,Mobile,0.812,10,Emerging
3053,Steel Crate Games,2014,Japan,Mobile,0.64,11,Emerging
3054,Steel Mantis,2014,Canada,Indie,0.351,11,Emerging
3055,Steel Wool Studios,2017,Finland,Indie,0.418,8,Emerging
3056,Stefano Gualeni,2001,United Kingdom,Indie,0.726,24,Established
3057,Stellar Entertainment,1997,United States,AAA,0.87,28,Established
3058,Stellar Stone,2001,United Kingdom,Indie,0.409,24,Established
3059,Stern Electronics,1979,United Kingdom,Indie,0.301,46,Veteran
3060,Steve Gabry,2013,United Kingdom,Indie,0.658,12,Emerging
3061,Sting,1994,Sweden,Indie,0.372,31,Veteran
3062,Sting Entertainment,1989,United Kingdom,Indie,0.246,36,Veteran
3063,Stoic,2012,United Kingdom,Indie,0.728,13,Emerging
3064,Storm in a Teacup,2017,Canada,Indie,0.423,8,Emerging
3065,Stormcloud Games,2015,Finland,Mobile,0.623,10,Emerging
3066,Stormfront Studios,1991,Canada,Indie,0.649,34,Veteran
3067,Stormind Games,2014,Japan,Mobile,0.55,11,Emerging
3068,Stormregion,2010,Sweden,Indie,0.764,15,Established
3069,Straandlooper Animation,2009,Canada,Indie,0.569,16,Established
3070,Straight Back Games,2019,Canada,Indie,0.592,6,Emerging
3071,Strange Journey,2019,Canada,Indie,0.334,6,Emerging
3072,Strata,1989,Canada,Indie,0.6,36,Veteran
3073,Strategic Simulations,1991,Sweden,Indie,0.567,34,Veteran
3074,Strategic Studies Group,1980,Canada,Indie,0.757,45,Veteran
3075,Strategy First,2000,Sweden,Indie,0.766,25,Established
3076,Streko Graphics,1999,Canada,Indie,0.433,26,Established
3077,Stress Level Zero,2017,Sweden,Indie,0.659,8,Emerging
3078,Streum On Studio,2017,United Kingdom,Indie,0.641,8,Emerging
3079,Stuck In Attic,2017,Canada,Indie,0.475,8,Emerging
3080,Studio 33,1996,Canada,Indie,0.396,29,Established
3081,Studio 3DO,1991,Finland,Indie,0.462,34,Veteran
3082,Studio Alex,2004,United States,Indie,0.701,21,Established
3083,Studio Asteria,2009,Sweden,Indie,0.718,16,Established
3084,Studio Coattails,2013,United States,Mid-tier,0.605,12,Emerging
3085,Studio Fish,1993,Finland,Indie,0.689,32,Veteran
3086,Studio Fizbin,2014,Sweden,Indie,0.729,11,Emerging
3087,Studio Gigante,2002,Finland,Indie,0.451,23,Established
3088,Studio Inkyfox,2017,Canada,Indie,0.382,8,Emerging
3089,Studio Kingdom,2003,United Kingdom,Mobile,0.551,22,Established
3090,Studio Koba,2020,Sweden,Indie,0.672,5,Emerging
3091,Studio MDHR,2015,United Kingdom,Indie,0.462,10,Emerging
3092,Studio Med-Art,2009,Finland,Indie,0.402,16,Established
3093,Studio Montagne,2017,United Kingdom,Indie,0.64,8,Emerging
3094,Studio Pixel,2010,United States,Indie,0.497,15,Established
3095,Studio Pixel Punk,2018,Canada,Indie,0.592,7,Emerging
3096,Studio Thunderhorse,2016,United States,Indie,0.667,9,Emerging
3097,Studio Trophis,2001,Finland,Indie,0.658,24,Established
3098,Studio Wildcard,2013,Sweden,Indie,0.74,12,Emerging
3099,Studio Zero,2014,United Kingdom,Indie,0.782,11,Emerging
3100,Studio nCore Pvt. Ltd.,2019,Sweden,Indie,0.403,6,Emerging
3101,Studio Élan,2014,Germany,Mid-tier,0.765,11,Emerging
3102,Stunlock Studios,2011,United Kingdom,Indie,0.734,14,Emerging
3103,SubZero Software,2012,United Kingdom,Indie,0.654,13,Emerging
3104,Subset Games,2007,South Korea,Mobile,0.783,18,Established
3105,Success Corporation,1987,United Kingdom,Indie,0.486,38,Veteran
3106,Sucker Punch Productions,1996,United States,Mid-tier,0.935,29,Established
3107,Sugar and Rockets,1999,United States,Indie,0.792,26,Established
3108,Sumo Digital,2001,Finland,Indie,0.52,24,Established
3109,Sumo Newcastle,2016,United States,Indie,0.284,9,Emerging
3110,Sun Electronics,1979,Finland,Indie,0.645,46,Veteran
3111,Sunhead Games,2016,South Korea,Mobile,0.533,9,Emerging
3112,Sunrise Games,1993,United States,Mobile,0.397,32,Veteran
3113,Sunrise Interactive,1996,United States,Indie,0.485,29,Established
3114,Sunsoft Osaka,1990,Sweden,Indie,0.646,35,Veteran
3115,Sunstorm Interactive,1997,Sweden,Indie,0.66,28,Established
3116,Super Awesome Hyper Dimensional Mega Team,2012,United Kingdom,Indie,0.783,13,Emerging
3117,Super Creative,2013,United States,Indie,0.825,12,Emerging
3118,Super Evil Megacorp,2011,United States,Indie,0.565,14,Emerging
3119,Super Game,1992,United States,Indie,0.614,33,Veteran
3120,SuperBot Entertainment,2008,Finland,Indie,0.557,17,Established
3121,SuperTrick Games,2021,South Korea,Mobile,0.684,4,Emerging
3122,SuperVillain Studios,2001,United Kingdom,Indie,0.586,24,Established
3123,Superbrothers A/V Inc,1996,Japan,AAA,0.865,29,Established
3124,Supercell,2010,Finland,Mobile,0.597,15,Established
3125,Superflat Games,2003,Japan,Mid-tier,0.844,22,Established
3126,Supergiant Games,2006,China,Mobile,0.55,19,Established
3127,Supermassive Games,2010,Germany,Mid-tier,0.687,15,Established
3128,Superscape,1996,Canada,Indie,0.418,29,Established
3129,Supersonic Software,1987,United States,Indie,0.525,38,Veteran
3130,Supra Games UG,2018,South Korea,Mobile,0.649,7,Emerging
3131,SureAI,2008,Sweden,Indie,0.485,17,Established
3132,Surreal Software,1995,Sweden,Indie,0.5,30,Veteran
3133,Survios,2014,United Kingdom,Indie,0.808,11,Emerging
3134,Sushee,2015,Finland,Indie,0.583,10,Emerging
3135,Suspicious Developments,2011,United Kingdom,Indie,0.745,14,Emerging
3136,Suzak,2002,Canada,Indie,0.891,23,Established
3137,Swingin' Ape Studios,1996,France,Mid-tier,0.796,29,Established
3138,Swordfish Studios,2002,United Kingdom,Indie,0.575,23,Established
3139,Sydney Development Corp.,1981,Canada,Indie,0.401,44,Veteran
3140,Symtus,1988,Sweden,Indie,0.726,37,Veteran
3141,Synapse Games,2014,Finland,Mobile,0.712,11,Emerging
3142,Synapse Software Corporation,1981,Sweden,Indie,0.757,44,Veteran
3143,Synergistic Software,2013,United Kingdom,Mid-tier,0.787,12,Emerging
3144,Synergy,2002,Canada,AAA,0.723,23,Established
3145,Synetic,2002,United States,Indie,0.527,23,Established
3146,Syrox Developments,1994,Canada,Indie,0.551,31,Veteran
3147,System 3 Software,1986,Canada,Indie,0.827,39,Veteran
3148,System Erasure,2014,Finland,Indie,0.672,11,Emerging
3149,System Prisma,1998,Canada,AAA,0.811,27,Established
3150,System Sacom,1992,Canada,Indie,0.549,33,Veteran
3151,System Vision,1989,Finland,Indie,0.449,36,Veteran
3152,Systemic Reaction,2018,Finland,Indie,0.454,7,Emerging
3153,T&E Soft,1982,Canada,Indie,0.59,43,Veteran
3154,T&E Soft Osaka,1992,United Kingdom,Indie,0.545,33,Veteran
3155,TECOPARK,2018,United States,Indie,0.591,7,Emerging
3156,THQ,2002,Canada,Indie,0.413,23,Established
3157,THQ Digital Studios UK,2010,Finland,Indie,0.576,15,Established
3158,THQ Nordic,1998,Canada,Indie,0.579,27,Established
3159,THQ San Diego,2010,Sweden,Indie,0.72,15,Established
3160,THQ Studio Australia,2007,Canada,Indie,0.552,18,Established
3161,TKO Software,2001,United Kingdom,Indie,0.679,24,Established
3162,TMIEC,1990,United Kingdom,Mid-tier,0.709,35,Veteran
3163,TNX,2006,Japan,AAA,0.768,19,Established
3164,TNX Music Recordings,2007,United Kingdom,Indie,0.606,18,Established
3165,TT Fusion,2007,United Kingdom,Indie,0.608,18,Established
3166,TT Games,2011,China,Mobile,0.528,14,Emerging
3167,TWIM,1992,United Kingdom,Indie,0.452,33,Veteran
3168,TYPE-MOON,1998,United Kingdom,Indie,0.817,27,Established
3169,TYPE-MOON studio BB,2020,Canada,Indie,0.562,5,Emerging
3170,Tabot,1998,France,Mid-tier,0.771,27,Established
3171,Tactical Adventures,2019,United Kingdom,Indie,0.546,6,Emerging
3172,Tad Corporation,1987,Sweden,Indie,0.468,38,Veteran
3173,Taffy Entertainment,2002,France,AAA,0.786,23,Established
3174,Tag Games,1992,Germany,Mid-tier,0.525,33,Veteran
3175,Tag of Joy,2017,Canada,Indie,0.751,8,Emerging
3176,Tago Electronics,1981,United Kingdom,Indie,0.348,44,Veteran
3177,Taiko Team,2009,Japan,Mobile,0.64,16,Established
3178,Taito,1972,Canada,Indie,0.393,53,Veteran
3179,Taito Corporation,1996,Finland,Indie,0.607,29,Established
3180,Takara,1999,Canada,Indie,0.585,26,Established
3181,Take-Two Interactive,1996,United Kingdom,Indie,0.455,29,Established
3182,Takeru,1988,Finland,Indie,0.602,37,Veteran
3183,Takumi Corporation,1991,Finland,Indie,0.827,34,Veteran
3184,Takuyo,2009,Finland,Indie,0.531,16,Established
3185,Taldren,2000,Sweden,Indie,0.659,25,Established
3186,Taleworlds,2007,Finland,Indie,0.417,18,Established
3187,Tamsoft,2004,United States,Indie,0.821,21,Established
3188,Tamtex,2011,Sweden,Indie,0.493,14,Emerging
3189,Tango Gameworks,2011,United States,Indie,0.604,14,Emerging
3190,Taniko,2001,United States,Indie,0.373,24,Established
3191,Tantalus Interactive,1997,United States,Indie,0.213,28,Established
3192,Tantalus Media,2008,Finland,Indie,0.658,17,Established
3193,TanukProd,2017,Finland,Indie,0.457,8,Emerging
3194,Tap It Games,2008,South Korea,Mobile,0.629,17,Established
3195,Tapps Games,2013,Japan,Mobile,0.732,12,Emerging
3196,Tarantula Studios,2000,United States,Indie,0.348,25,Established
3197,Tarranon,1996,Canada,Indie,0.596,29,Established
3198,Tarsier Studios,2015,Finland,Indie,0.543,10,Emerging
3199,Tate Interactive,2002,United Kingdom,Indie,0.556,23,Established
3200,Tate Multimedia,2002,United States,Indie,0.792,23,Established
3201,Tatsumi,1986,United Kingdom,AAA,0.727,39,Veteran
3202,Taxan,1988,United States,Indie,0.393,37,Veteran
3203,Tayanna Studios,2018,Sweden,Indie,0.75,7,Emerging
3204,Team Andromeda,1991,Canada,Indie,0.79,34,Veteran
3205,Team Asano,2023,United States,Indie,0.814,2,Emerging
3206,Team Bondi,1998,Sweden,Indie,0.483,27,Established
3207,Team Cherry,2015,United Kingdom,Indie,0.504,10,Emerging
3208,Team Chex Quest HD,2011,United Kingdom,Mid-tier,0.603,14,Emerging
3209,Team Dakota,2012,United States,Indie,0.73,13,Emerging
3210,Team Forever,2019,Finland,Indie,0.758,6,Emerging
3211,Team Fusion,2003,United States,Indie,0.364,22,Established
3212,Team GrisGris,1987,Germany,Mid-tier,0.532,38,Veteran
3213,Team HalfBeard,2017,Canada,Indie,0.526,8,Emerging
3214,Team Hero Studios,2010,Sweden,Indie,0.738,15,Established
3215,Team Ico,2011,Sweden,Indie,0.63,14,Emerging
3216,Team Ladybug,2014,United States,Indie,0.806,11,Emerging
3217,Team Meat,2009,United Kingdom,Indie,0.465,16,Established
3218,Team NINJA,1994,United Kingdom,Indie,0.472,31,Veteran
3219,Team Pixelboy,2013,Sweden,Indie,0.604,12,Emerging
3220,Team Psykskallar,2010,Sweden,Indie,0.529,15,Established
3221,Team Salvato,2011,United Kingdom,Indie,0.846,14,Emerging
3222,Team Shanghai Alice,1998,Canada,Indie,0.444,27,Established
3223,Team Shinobi,1985,Canada,Indie,0.374,40,Veteran
3224,Team Signal,1999,Sweden,Indie,0.721,26,Established
3225,Team Silent,2002,Finland,Indie,0.705,23,Established
3226,Team Soho,1993,Canada,Indie,0.445,32,Veteran
3227,Team Tachyon,2006,United Kingdom,Indie,0.353,19,Established
3228,Team17,1991,United Kingdom,Indie,0.511,34,Veteran
3229,TechToons Ltd.,1993,Finland,Indie,0.84,32,Veteran
3230,Techland,2002,France,Mid-tier,0.56,23,Established
3231,Techland Publishing,1995,Canada,Indie,0.484,30,Veteran
3232,Techmoon,2018,Finland,Indie,0.781,7,Emerging
3233,Techno Source,2005,Finland,Indie,0.459,20,Established
3234,Technopop,1990,United States,Indie,0.609,35,Veteran
3235,Technos Japan,1984,Sweden,Indie,0.453,41,Veteran
3236,Technosoft,1984,Sweden,Indie,0.46,41,Veteran
3237,Tecmo,1984,Finland,Indie,0.836,41,Veteran
3238,Teeny Weeny Games,1991,Japan,Mobile,0.722,34,Veteran
3239,TehNut,2014,Finland,Indie,0.509,11,Emerging
3240,Tehkan,1979,Finland,Indie,0.324,46,Veteran
3241,Teku Studios,2012,United States,Indie,0.479,13,Emerging
3242,Telegames,1996,United Kingdom,Indie,0.668,29,Established
3243,Telenet Japan,2019,South Korea,Mobile,0.463,6,Emerging
3244,Telepaths' Tree,2014,United States,Indie,0.349,11,Emerging
3245,Telltale Games,2004,Canada,AAA,0.82,21,Established
3246,Tencent Aurora Studios,2012,Canada,Indie,0.452,13,Emerging
3247,Tencent Games,2011,China,Mobile,0.745,14,Emerging
3248,Tender Claws,2022,United States,Indie,0.486,3,Emerging
3249,Tendershoot,2006,France,Mid-tier,0.588,19,Established
3250,Tengen,1989,Finland,Indie,0.777,36,Veteran
3251,Teotl Studios,2010,Canada,Indie,0.753,15,Established
